Country Code,Country Name,year,GOV_WGI_CC_EST,GOV_WGI_PV_EST,GOV_WGI_RL_EST,IP.JRN.ARTC.SC,IT.CEL.SETS.P2,IT.NET.BBND.P2,NY.GDP.PCAP.PP.CD,SE.TER.ENRR,TX.VAL.TECH.MF.ZS
CAN,Canada,2021,1.6156132,0.7604154,1.5493331,68647.82,87.4056019628826,41.6930962576979,56995.11767813512,79.7657318115234,16.337628887139992
CAN,Canada,2022,1.651994,0.5074459,1.5052581,66751.03,91.2386689983444,42.1792116530791,63944.10501006869,78.8488311767578,15.148976538046844
CAN,Canada,2023,1.6263584,0.6267803,1.4361681,63719.9,94.1497268194785,42.5241770773151,64219.31739286365,76.2666931152344,16.371795438826258
CAN,Canada,2024,1.6319089,0.5984769,1.4608299,,94.1059718794246,42.5238215177079,64610.37951719712,,16.777902982771057
CAN,Canada,2025,,,,,,,,,
CHE,Switzerland,2020,2.2868791,1.1126481,1.8077068,23197.82,127.376373489656,46.4813712779996,72997.82395032821,68.0676422119141,12.845086709427786
CHE,Switzerland,2021,2.1059546,1.0255347,1.7893994,24649.1,123.21236546636,47.9433096708255,81001.41112061175,71.893928527832,14.23506327297248
CHE,Switzerland,2022,2.0949429,1.0254452,1.7793511,23935.67,123.971228075124,46.6747503634479,94421.4576550424,74.1526794433594,29.988139797666413
CHE,Switzerland,2023,2.0972439,0.9907717,1.7920906,22803.86,130.221876609608,46.8364627671237,95141.59609436324,74.0060882568359,29.33402869787281
CHE,Switzerland,2024,2.0072184,0.9806678,1.7636516,,129.471369643132,47.0197818175134,96497.6947971323,73.5430526733398,29.623901515794376
CHE,Switzerland,2025,,,,,,,,,
CHL,Chile,2020,1.2156268,0.1362588,0.7392409,8380.99,129.413740104604,19.4305872645094,25350.86350829717,89.1124877929688,15.9750583433893
CHL,Chile,2021,1.1463006,0.146317,0.7564837,9319.43,136.571581265001,22.0140443723879,29089.85045972798,96.2227935791016,12.441774859085578
CHL,Chile,2022,1.1452971,-0.004406,0.7437613,8443.63,135.114280974065,22.7901897178525,30932.0010873677,99.3372802734375,6.936726841166927
