iso3,pct_rank_2024,pct_rank_2025,shift
BHR,0.6382978723404256,0.7538461538461538,0.11554828150572827
MUS,0.6329787234042553,0.6564102564102564,0.023431533006001093
UZB,0.6276595744680851,0.6820512820512821,0.054391707583197
MEX,0.6223404255319149,0.6051282051282052,-0.017212220403709733
ZAF,0.6170212765957447,0.6666666666666667,0.04964539007092206
DOM,0.6117021276595744,0.5692307692307692,-0.04247135842880523
HRV,0.6063829787234043,0.6307692307692307,0.02438625204582645
SMR,0.601063829787234,0.4256410256410257,-0.17542280414620837
KAZ,0.5957446808510638,0.7025641025641025,0.10681942171303871
KWT,0.5904255319148937,0.5743589743589743,-0.016066557555919347
RWA,0.5851063829787234,0.6205128205128205,0.03540643753409711
MNE,0.5797872340425532,0.4871794871794872,-0.09260774686306594
BGD,0.574468085106383,0.6153846153846154,0.04091653027823239
GEO,0.5691489361702128,0.5538461538461539,-0.015302782324058906
LBN,0.5638297872340425,0.4,-0.1638297872340425
SEN,0.5585106382978724,0.5076923076923077,-0.05081833060556473
ALB,0.5531914893617021,0.5641025641025641,0.010911074740861948
LKA,0.5478723404255319,0.5897435897435898,0.04187124931805786
MKD,0.5425531914893618,0.45128205128205123,-0.09127114020731053
SYC,0.5372340425531915,0.28205128205128205,-0.25518276050190947
ARM,0.5319148936170213,0.4717948717948718,-0.06012002182214948
PAN,0.5265957446808511,0.4769230769230769,-0.049672667757774236
FJI,0.5212765957446808,0.4461538461538461,-0.07512274959083465
IRN,0.5159574468085106,0.6102564102564103,0.09429896344789968
TUN,0.5106382978723405,0.5487179487179488,0.03807965084560827
KEN,0.5053191489361701,0.6512820512820513,0.14596290234588116
NGA,0.5,0.641025641025641,0.14102564102564097
GHA,0.49468085106382975,0.6,0.10531914893617023
BEN,0.4893617021276596,0.5384615384615384,0.04909983633387882
CUB,0.48404255319148937,0.3025641025641026,-0.18147845062738677
MNG,0.4787234042553191,0.5179487179487179,0.03922531369339877
BHS,0.473404255319149,0.36923076923076925,-0.10417348608837973
ZMB,0.46808510638297873,0.5794871794871794,0.1114020731042007
MAR,0.4627659574468085,0.558974358974359,0.0962084015275505
KNA,0.45744680851063835,0.1282051282051282,-0.32924168030551015
ATG,0.4521276595744681,0.24615384615384617,-0.20597381342062193
ECU,0.44680851063829785,0.6615384615384615,0.21472995090016367
MRT,0.4414893617021277,0.29230769230769227,-0.14918166939443545
BRB,0.43617021276595747,0.20512820512820518,-0.2310420076377523
IRQ,0.4308510638297872,0.3435897435897436,-0.08726132024004363
CPV,0.42553191489361697,0.37435897435897436,-0.05117294053464261
PAK,0.42021276595744683,0.5846153846153845,0.1644026186579377
TTO,0.4148936170212766,0.3846153846153846,-0.030278232405892003
AZE,0.40957446808510634,0.6461538461538461,0.23657937806873974
PRY,0.4042553191489362,0.4307692307692308,0.026513911620294595
BLR,0.39893617021276595,0.37948717948717947,-0.01944899072558648
LCA,0.3936170212765957,0.27179487179487183,-0.12182214948172387
DZA,0.38829787234042556,0.5435897435897437,0.1552918712493181
VUT,0.3829787234042553,0.32307692307692304,-0.05990180032733228
BTN,0.37765957446808507,0.482051282051282,0.10439170758319694
TON,0.37234042553191493,0.19999999999999996,-0.17234042553191498
ETH,0.3670212765957447,0.5333333333333333,0.16631205673758864
BWA,0.36170212765957444,0.441025641025641,0.07932351336606658
GRD,0.3563829787234043,0.09743589743589742,-0.2589470812875069
JAM,0.35106382978723405,0.49230769230769234,0.14124386252045829
MHL,0.3457446808510638,0.09230769230769231,-0.2534369885433715
BLZ,0.34042553191489366,0.18974358974358974,-0.15068194217130393
PSE,0.3351063829787234,0.41025641025641024,0.07515002727768683
GUY,0.32978723404255317,0.2512820512820513,-0.07850518276050189
WSM,0.32446808510638303,0.2102564102564103,-0.11421167484997274
BIH,0.3191489361702128,0.41538461538461535,0.09623567921440257
SUR,0.31382978723404253,0.07179487179487176,-0.24203491543917077
PNG,0.3085106382978723,0.3076923076923077,-0.0008183306055645767
TJK,0.30319148936170215,0.33333333333333337,0.03014184397163122
VCT,0.2978723404255319,0.14871794871794874,-0.14915439170758316
KHM,0.29255319148936165,0.3948717948717949,0.10231860338243326
KGZ,0.2872340425531915,0.3897435897435897,0.10250954719039818
GTM,0.28191489361702127,0.3384615384615385,0.05654664484451721
SWZ,0.276595744680851,0.2974358974358975,0.02084015275504647
LAO,0.2712765957446809,0.3589743589743589,0.08769776322967804
DJI,0.26595744680851063,0.24102564102564106,-0.024931805782869576
TZA,0.2606382978723404,0.523076923076923,0.2624386252045826
CIV,0.25531914893617025,0.5128205128205128,0.2575013638843425
UGA,0.25,0.42051282051282046,0.17051282051282046
KIR,0.24468085106382975,0.23076923076923073,-0.013911620294599025
MMR,0.23936170212765961,0.11282051282051286,-0.12654118930714675
GAB,0.23404255319148937,0.31794871794871793,0.08390616475722856
SLV,0.22872340425531912,0.4666666666666667,0.23794326241134756
TLS,0.22340425531914898,0.08205128205128209,-0.1413529732678669
CMR,0.21808510638297873,0.40512820512820513,0.1870430987452264
NAM,0.21276595744680848,0.4358974358974359,0.22313147845062742
LBY,0.20744680851063835,0.3128205128205128,0.10537370430987447
NPL,0.2021276595744681,0.45641025641025645,0.25428259683578835
BOL,0.19680851063829785,0.28717948717948716,0.09037097654118931
SLB,0.19148936170212771,0.16923076923076918,-0.02225859247135853
TKM,0.18617021276595747,0.18461538461538463,-0.00155482815057284
ZWE,0.18085106382978722,0.3538461538461538,0.1729950900163666
MLI,0.17553191489361697,0.2205128205128205,0.04498090561920354
MDV,0.17021276595744683,0.2666666666666667,0.09645390070921989
TGO,0.16489361702127658,0.36410256410256414,0.19920894708128756
GIN,0.15957446808510634,0.06153846153846154,-0.0980360065466448
HND,0.1542553191489362,0.19487179487179485,0.04061647572285865
STP,0.14893617021276595,0.07692307692307687,-0.07201309328968908
MWI,0.1436170212765957,0.23589743589743595,0.09228041462084025
BFA,0.13829787234042556,0.3487179487179487,0.21042007637752314
VEN,0.13297872340425532,0.2564102564102564,0.12343153300600107
MDG,0.12765957446808507,0.1384615384615384,0.010801963993453345
NIC,0.12234042553191493,0.16410256410256407,0.04176213857064914
LSO,0.11702127659574468,0.32820512820512826,0.21118385160938358
GNQ,0.11170212765957444,0.04102564102564099,-0.07067648663393344
GMB,0.1063829787234043,0.2153846153846154,0.1090016366612111
AGO,0.10106382978723405,0.27692307692307694,0.1758592471358429
COM,0.0957446808510638,0.12307692307692308,0.027332242225859282
NER,0.09042553191489366,0.05641025641025643,-0.03401527550463723
GNB,0.08510638297872342,0.0,-0.08510638297872342
SLE,0.07978723404255317,0.10256410256410253,0.022776868521549365
SOM,0.07446808510638303,0.15897435897435896,0.08450627386797593
COG,0.06914893617021278,0.0871794871794872,0.01803055100927442
SDN,0.06382978723404253,0.0461538461538461,-0.017675941080196433
MOZ,0.058510638297872286,0.1743589743589744,0.11584833606110212
LBR,0.05319148936170215,0.03076923076923077,-0.022422258592471378
TCD,0.0478723404255319,0.06666666666666665,0.01879432624113475
ERI,0.04255319148936165,0.01025641025641022,-0.03229678123295143
COD,0.037234042553191515,0.2615384615384615,0.22430441898526998
BDI,0.03191489361702127,0.05128205128205132,0.019367157665030055
CAF,0.02659574468085102,0.01538461538461533,-0.011211129296235689
HTI,0.021276595744680882,0.02564102564102566,0.004364429896344779
SSD,0.015957446808510634,0.00512820512820511,-0.010829241680305524
SYR,0.010638297872340385,0.15384615384615385,0.14320785597381347
AFG,0.005319148936170248,0.03589743589743588,0.030578286961265633
YEM,0.0,0.02051282051282055,0.02051282051282055
